1,15.5283244065305,0.546987706694171,1.65492985689312,0.589322698735634,-0.667832257859012,0.825139957052297,1.26693745191054,-0.439095521163492,0.158762433016197,-1.32666039027126,1.63435849823795,0.0153022814659908,0.0753830303476494,0.288286598223268,0.323613580650426,1
1,13.5300185269242,1.81332513654617,-0.320932643915806,-2.70038353177754,0.509413410347733,-1.1481865559385,-0.434559871360633,0.439401443831218,0.899982335644592,-2.45868798035725,1.65709122357824,-0.0824138260942539,0.0194030023627715,0.469388952082909,-2.14842044297432,1
1,14.3354757318555,-0.609339432623663,1.20956127647692,0.0996241626731942,-0.134760631090772,-0.877261820463312,-0.0523747270965395,-0.530792006851227,-0.0674585737012681,1.33026363905747,-1.1880684809986,-1.79246755786408,0.430781271549277,0.662418963147584,-1.60150523815392,1
1,14.4667759536577,-0.709756784122375,0.719695661242675,2.49997138665527,-0.00595652270297381,0.154344669515009,0.0505884944319153,-0.937719010888271,1.24806135588845,0.0629738045850534,-0.57361735732466,-0.142853331281533,-0.0990397509922,-1.69225680678117,-1.60329765341279,1
1,14.7518447224273,-0.276323693257318,-0.480714394195237,-0.537505422478807,1.81996759505005,0.0902280497720301,1.40801395656803,0.676852163615341,1.26010537387508,-1.80619406733686,-0.0445587207202935,-0.246980701795972,0.900936626462082,0.965658592587843,-1.71853517911594,1
1,15.9463539529177,0.586468708390782,1.24918954042462,-0.596434834413426,-1.77680034423606,-1.40237273465569,0.0326429309398255,0.215712486660866,-0.532903644685971,-0.416937943065624,-1.20340880193005,-0.744779588800791,-0.0953213505530622,-1.10028547913184,0.248845610577054,1
1,15.3152185263258,-1.21030445537746,0.151302070184021,0.588550353989345,-0.138039435266759,2.4010811037794,0.996748964386413,0.0555479274295502,-2.24970288220362,-1.71437902546772,-1.34636983910239,-0.213859450499733,-0.144249808271529,-1.65047262734001,-0.6138077524212,1
1,16.0555729423225,-0.415809012454895,-0.192540813424138,-0.0849814128562689,0.617978297398443,1.02232924326307,-0.397422427550677,0.269276932469991,-1.54782651826143,0.287124472273825,0.711956275668757,1.75540630791602,0.269810895057793,1.26816336517095,-0.798526381226969,1
1,15.1870753954059,0.968015603197908,1.41987240452374,0.354395377187397,1.21465617966416,1.43260454616866,1.0161278880313,-0.991437840385556,0.678154275101818,0.338796857826068,-1.03951712125466,0.556581803062208,1.64243359966292,0.806158142522964,-1.87680810225408,1
1,14.412951236885,0.737930398169824,-0.229186094695513,0.0229202028899235,-0.0355798001883614,1.03863980304887,0.0723826019197862,1.31310062874992,-0.270402593452365,-0.544687667756191,-1.02373457283909,0.485921488845269,0.619530786901795,0.506981643047402,-2.73224807957174,1
1,-12.9060432444719,-0.933031482745966,0.897616855448335,-0.0663268885899566,-2.14868360504857,-0.558938190357052,1.24567880856873,0.563538663667567,1.28972083944389,-0.280579991694393,2.60174431689288,-0.487975413775959,-0.17473047908268,-0.0558104363121449,1.75153357772524,2
1,-14.9396578941213,2.60993969656166,0.575353758978377,0.76299999873591,-0.66574240958793,-1.55111928311225,0.712244530832103,1.41636981668399,-0.0254442125059208,-0.636569279330903,0.207117844376969,-0.910967779190954,0.186238308371956,-0.256585808409765,1.10821278999753,2
1,-15.8180279775235,1.12538757461851,-0.458516326086984,1.35737458901462,-1.25181480376952,0.325302856755836,1.71012856631355,0.741053301540035,-0.808694821565079,-1.93450304485032,0.166100868144866,-1.47938029652461,1.03721431420278,0.523584345593108,-0.588013828961803,2
1,-14.6649012777973,-0.0469093992045523,0.45532206077607,0.681202254073394,0.504637461498849,-1.9241030583814,-1.05310141001463,0.621358071871537,1.05747420334567,-0.448813070025188,-0.679873716671273,0.354777554619794,0.327717496649614,-0.113723359933846,0.201652297144804,2
1,-14.9921099072155,-0.637311619944192,-0.410245580848854,0.82756163485204,-0.00179871110240632,0.320845637728068,0.124521968582912,0.611691483655269,-0.033388716146766,-0.832768643671182,3.34498695741567,-0.0687385775296036,-0.152573721091755,-1.25457098664678,-0.0545578822009555,2
1,-13.9595289051733,1.16090173473533,-0.146738472549054,0.470641334742218,-1.35140790075552,-0.551159733452474,1.31264356280693,0.446099580376057,0.897203475308919,0.996016667008288,-0.319830909947937,1.01187466009309,-0.600348146981165,-0.0555987930475064,-0.983274402090019,2
1,-14.4459415922326,0.198718021654525,0.503055833830635,0.841768287484443,-1.62311721038362,-0.477012064449729,-0.109366115273971,-1.04509766620865,1.95520427166419,0.279219202352006,-0.129699982437909,0.569492581384558,-1.86406034776418,0.616829828754414,-0.837367345961255,2
1,-16.0049460783239,0.854534791279219,0.890552901456532,-0.321996702919399,0.468160759257827,-0.674398256781448,-0.317781435936163,-1.32026652856598,-0.740489566263776,0.580470438542366,0.0872856631713337,2.77319585938238,0.967896236638062,0.656866939708723,-1.11733917803301,2
1,-14.8589538227289,-0.566870970036656,-0.275180740597001,-0.035016660419856,0.457900947518652,-0.83007357954579,0.0996062388722709,1.09670778934665,-1.09479945188776,-1.52952300804813,1.26255734713711,-0.305863453304811,-1.45554880656129,0.788381167379579,0.341058204276536,2
1,-15.1457900130067,0.0693416859052663,0.000419102374485137,-0.56714316529766,0.239203341658396,-1.28663570361298,0.283519524841972,0.988443169425249,1.49837822492721,1.76670730717415,-0.770465946234382,-1.87068268474305,-0.794768682526535,-0.0962444131899573,0.741952138893679,2
1,-0.395625853434925,-1.8511143361823,1.70745336849503,0.0963970955541673,0.526420809118294,-0.0183911686750706,1.33463195661441,-0.421436384066978,0.638758582657697,0.070243712450909,-0.0859215840711017,-0.362752169768401,0.679236202564205,1.79789377370082,13.9601534670016,3
1,1.72042806920579,-0.872912318267686,0.236221392133123,-1.95753337430805,0.155840386118693,-0.727465251206301,0.182045873814513,0.848254566291292,-0.23329527128181,-0.064410040745213,1.39525335330223,-0.927072297478235,0.137333889708517,3.14416278650601,14.9241156588198,3
1,0.146552131564208,1.23288761041154,0.741709456955252,-2.58051685560822,2.55241992482898,0.927536141445707,-0.812148266406336,0.588447204445639,-1.9090281322631,-1.10171253073034,0.263442318703612,-0.104489792033876,-0.0332386504798822,1.87566964272147,15.1238988422547,3
1,2.1468480292128,0.468591126739369,0.65144347335813,-0.315843820404801,-0.523247962564957,-0.145507015956475,-0.643261141380471,1.35210766711016,-0.377868219416105,-0.477452520356314,-0.606472852333552,0.729924297129882,0.876809205415555,4.39488375140724,16.6212496686214,3
1,-0.786236605494122,1.25014781960537,-0.242394885221071,2.03751710506252,0.443783137000855,1.2932610527795,-0.17171297663034,0.870243265657429,0.730121649888601,0.221476961021202,-1.20265512350603,0.921464697842756,-0.663585314937113,4.07151812319558,15.0509286167607,3
1,0.0096314561773268,0.558451127462591,0.504225131526712,1.04940939136416,-1.10553012110163,0.250415383714153,-0.183515859491995,-0.30433596888012,1.30111282376418,-0.483107472241218,0.444890974056287,-0.971841051691179,-0.7403491000021,5.1319067528192,12.8439539852609,3
1,0.621205748854312,-0.317394352055362,0.0248667735775792,1.6064311360907,-0.890614522656566,1.59011185629307,-0.32348437247528,-0.378110467645189,0.191790696663939,1.87041189831976,0.404900858423224,-0.109455701469791,-0.111581856027977,4.76596274955499,13.7755205644245,3
1,-0.181670342922891,-0.464894855361614,-0.604921514878828,-0.439020230475824,0.14499700197945,-1.36921159502472,-0.445905335187843,-0.393855368232821,-0.247100983577478,-0.48803584011082,-0.251926598509749,-0.358928206995264,0.334276223227786,2.23741599654628,14.6355560140528,3
1,-1.96090141495347,-0.00463599925003475,1.61554835859174,1.23224998184392,1.16154538143508,-0.536440949943974,-1.16975147096777,-1.28277033735511,-2.33986898920083,-0.621512421508991,-1.08945050968866,-0.116385110281016,0.236226621879904,2.58142308464509,16.3736913709969,3
1,0.0955066627795263,0.411310762541383,-0.173267954527749,1.24577362834316,-0.922596879245179,0.490512317827425,-0.288492391349924,0.754233922462202,0.448272534377491,-0.338631370352882,-0.885959939697697,-0.222063993701627,1.12832754905516,2.74716196174737,14.9343052600957,3
1,-0.793436524617256,0.291884610603831,1.46365221787358,0.177471506355018,1.03298390606401,-0.592915789341047,1.50970962738234,1.67946834654001,0.371993625030429,-1.12342032530981,1.14902970379872,0.830662686285476,-0.236311917005569,-11.6326769451522,-9.29069322718364,4
1,0.926198992692951,-2.80841343939235,1.39598452912346,-1.94581875470884,-0.995736734220664,-0.232075231602311,1.00832435244251,0.338895899569791,1.19143926795975,-1.28361821225801,1.57895291874996,0.342949735798202,1.68219628201345,-12.2349910756883,-8.18352970949749,4
1,0.279331980969919,-0.522476149215335,0.72153136506714,-0.538397438656867,-1.4801790047613,-1.21061536495466,-0.809200886951339,1.22967380689076,-0.53107390826267,0.452869101291798,1.60983089352516,-1.02757137134561,-0.0320147995074682,-10.7857979679299,-8.84612881419875,4
1,0.459223439709544,-1.30856082754488,1.02059318478238,-0.351220610725258,-0.632283106170785,0.450414736388846,-0.970701004954465,0.104885441115545,1.60816075588594,1.00532025923237,-0.474192498915671,-0.967394968404164,1.44296582333274,-9.59933475387607,-8.82684505265132,4
1,0.574912691587034,-2.06704281547575,-1.71057422916867,-0.392309483840003,0.461988444682827,0.768889479175203,2.19393392760468,0.0509283499248986,0.425699445264966,0.418361238092368,1.16164247255858,0.0865644981722836,0.0877059549175054,-10.1461402336622,-8.80289073059729,4
1,-1.05654038372824,1.12252404469203,0.244449552520762,-1.28486828835868,-1.34331810218207,-0.948966727759298,0.186317850180598,-0.216088846688506,-0.600312964765781,-1.00577976282477,-1.50938626713164,0.0469228985667677,0.469436045806675,-9.88595497817663,-9.88096171798102,4
1,1.32892950891102,2.44380088710704,0.845246292907755,-2.58198315993455,0.535871691417877,0.94024162046113,0.973506571736839,0.283496185035179,-0.603247197353981,0.603546576594796,-0.903190028874783,-1.63425802135629,1.54762199327794,-11.1111838420223,-8.30468594666346,4
